base - fair,5,peak,34,1500,10,836,300.7657165527344
base - fair,5,peak,34,1500,11,48,312.6667175292969
base - fair,5,peak,34,1500,All,884,301.41192626953125
base - fair,5,peak,34,2100,10,914,306.7742614746094
base - fair,5,peak,34,2100,11,66,321.19818115234375
base - fair,5,peak,34,2100,All,980,307.74566650390625
base - fair,5,peak,34,2700,10,899,309.51715087890625
base - fair,5,peak,34,2700,11,44,327.7856750488281
base - fair,5,peak,34,2700,All,943,310.3695373535156
base - fair,5,peak,34,3300,10,867,300.89630126953125
base - fair,5,peak,34,3300,11,45,328.37310791015625
base - fair,5,peak,34,3300,All,912,302.2520751953125
base - fair,5,peak,34,3900,10,906,303.73565673828125
base - fair,5,peak,34,3900,11,52,319.7887878417969
base - fair,5,peak,34,3900,All,958,304.6070251464844
base - fair,5,peak,34,4500,10,893,300.9763488769531
base - fair,5,peak,34,4500,11,48,322.77020263671875
base - fair,5,peak,34,4500,All,941,302.0880432128906
base - fair,5,peak,34,5100,10,911,303.4527282714844
base - fair,5,peak,34,5100,11,47,321.4350891113281
base - fair,5,peak,34,5100,All,958,304.3349609375
base - fair,5,peak,34,5700,10,929,308.2878723144531
base - fair,5,peak,34,5700,11,53,325.808349609375
base - fair,5,peak,34,5700,All,982,309.2334899902344
base - fair,5,peak,34,6300,10,910,309.8330078125
base - fair,5,peak,34,6300,11,42,327.4281005859375
base - fair,5,peak,34,6300,All,952,310.6092529296875
base - fair,5,peak,34,6900,10,459,304.517822265625
base - fair,5,peak,34,6900,11,20,313.4680480957031
base - fair,5,peak,34,6900,All,479,304.8915100097656
base - fair,5,peak,35,1500,10,800,302.4096374511719
base - fair,5,peak,35,1500,11,46,324.5652160644531
base - fair,5,peak,35,1500,All,846,303.61431884765625
base - fair,5,peak,35,2100,10,894,309.1578369140625
base - fair,5,peak,35,2100,11,48,327.4850769042969
base - fair,5,peak,35,2100,All,942,310.0917053222656
base - fair,5,peak,35,2700,10,853,300.4693603515625
base - fair,5,peak,35,2700,11,44,329.489990234375
base - fair,5,peak,35,2700,All,897,301.89288330078125
base - fair,5,peak,35,3300,10,971,305.3704833984375
base - fair,5,peak,35,3300,11,53,324.419921875
base - fair,5,peak,35,3300,All,1024,306.3564453125
base - fair,5,peak,35,3900,10,865,300.4465026855469
base - fair,5,peak,35,3900,11,47,316.392333984375
base - fair,5,peak,35,3900,All,912,301.2682800292969
base - fair,5,peak,35,4500,10,892,303.1996765136719
base - fair,5,peak,35,4500,11,49,319.8115539550781
base - fair,5,peak,35,4500,All,941,304.064697265625
base - fair,5,peak,35,5100,10,937,309.1329650878906
base - fair,5,peak,35,5100,11,51,322.39813232421875
base - fair,5,peak,35,5100,All,988,309.8177185058594
base - fair,5,peak,35,5700,10,934,310.420654296875
base - fair,5,peak,35,5700,11,41,331.16961669921875
base - fair,5,peak,35,5700,All,975,311.2931823730469
base - fair,5,peak,35,6300,10,906,303.12744140625
base - fair,5,peak,35,6300,11,50,320.468505859375
base - fair,5,peak,35,6300,All,956,304.034423828125
base - fair,5,peak,35,6900,10,425,306.5533142089844
base - fair,5,peak,35,6900,11,20,325.31927490234375
base - fair,5,peak,35,6900,All,445,307.396728515625
base - fair,5,peak,36,1500,10,784,310.6365966796875
base - fair,5,peak,36,1500,11,43,327.2300109863281
base - fair,5,peak,36,1500,All,827,311.4993591308594
base - fair,5,peak,36,2100,10,870,300.81805419921875
base - fair,5,peak,36,2100,11,43,329.6666259765625
base - fair,5,peak,36,2100,All,913,302.1767578125
base - fair,5,peak,36,2700,10,951,303.3133850097656
base - fair,5,peak,36,2700,11,52,323.86962890625
base - fair,5,peak,36,2700,All,1003,304.3791198730469
base - fair,5,peak,36,3300,10,908,301.0377502441406
base - fair,5,peak,36,3300,11,49,320.3658447265625
base - fair,5,peak,36,3300,All,957,302.0273742675781
base - fair,5,peak,36,3900,10,876,301.7516174316406
base - fair,5,peak,36,3900,11,46,318.7700500488281
base - fair,5,peak,36,3900,All,922,302.6006774902344
base - fair,5,peak,36,4500,10,932,308.7636413574219
base - fair,5,peak,36,4500,11,52,325.11309814453125
base - fair,5,peak,36,4500,All,984,309.62762451171875
base - fair,5,peak,36,5100,10,941,310.3075866699219
base - fair,5,peak,36,5100,11,42,331.115234375
base - fair,5,peak,36,5100,All,983,311.1966247558594
base - fair,5,peak,36,5700,10,917,305.1478271484375
base - fair,5,peak,36,5700,11,48,319.8882141113281
base - fair,5,peak,36,5700,All,965,305.88104248046875
base - fair,5,peak,36,6300,10,871,303.6308898925781
base - fair,5,peak,36,6300,11,45,318.7511291503906
base - fair,5,peak,36,6300,All,916,304.3736877441406
base - fair,5,peak,36,6900,10,437,304.7249755859375
base - fair,5,peak,36,6900,11,13,318.74273681640625
base - fair,5,peak,36,6900,All,450,305.12994384765625
base - fair,5,peak,37,1500,10,751,296.5399475097656
base - fair,5,peak,37,1500,11,38,317.7251892089844
base - fair,5,peak,37,1500,All,789,297.5602722167969
base - fair,5,peak,37,2100,10,959,305.2389221191406
base - fair,5,peak,37,2100,11,52,323.5121154785156
base - fair,5,peak,37,2100,All,1011,306.1788024902344
base - fair,5,peak,37,2700,10,922,301.48614501953125
base - fair,5,peak,37,2700,11,48,318.9154052734375
base - fair,5,peak,37,2700,All,970,302.3486022949219
base - fair,5,peak,37,3300,10,912,303.7856140136719
base - fair,5,peak,37,3300,11,47,320.3358154296875
base - fair,5,peak,37,3300,All,959,304.59674072265625
base - fair,5,peak,37,3900,10,907,308.5736999511719
base - fair,5,peak,37,3900,11,52,330.5228576660156
base - fair,5,peak,37,3900,All,959,309.76385498046875
base - fair,5,peak,37,4500,10,923,309.6247863769531
base - fair,5,peak,37,4500,11,42,326.93365478515625
base - fair,5,peak,37,4500,All,965,310.3781433105469
base - fair,5,peak,37,5100,10,921,304.7127990722656
base - fair,5,peak,37,5100,11,46,321.0072021484375
base - fair,5,peak,37,5100,All,967,305.4879150390625
base - fair,5,peak,37,5700,10,873,304.9182434082031
base - fair,5,peak,37,5700,11,47,322.6230773925781
base - fair,5,peak,37,5700,All,920,305.8227233886719
base - fair,5,peak,37,6300,10,828,301.6796569824219
base - fair,5,peak,37,6300,11,38,321.789794921875
base - fair,5,peak,37,6300,All,866,302.5621032714844
base - fair,5,peak,37,6900,10,487,301.2275085449219
base - fair,5,peak,37,6900,11,21,314.76422119140625
base - fair,5,peak,37,6900,All,508,301.787109375
base - fair,5,peak,38,1500,10,826,301.356689453125
base - fair,5,peak,38,1500,11,42,316.27374267578125
base - fair,5,peak,38,1500,All,868,302.0784912109375
base - fair,5,peak,38,2100,10,909,300.9688720703125
base - fair,5,peak,38,2100,11,48,318.76287841796875
base - fair,5,peak,38,2100,All,957,301.8613586425781
base - fair,5,peak,38,2700,10,907,303.2481689453125
base - fair,5,peak,38,2700,11,47,318.7933044433594
base - fair,5,peak,38,2700,All,954,304.0140075683594
base - fair,5,peak,38,3300,10,973,309.303955078125
base - fair,5,peak,38,3300,11,52,321.2829895019531
base - fair,5,peak,38,3300,All,1025,309.91168212890625
base - fair,5,peak,38,3900,10,920,312.0196228027344
base - fair,5,peak,38,3900,11,40,333.27056884765625
